"Transectcode","profit","Region","Catchment","Transect","profit_ha","profit_ha_year","distmarket","distriver","distroad","DPFpx","edgedist","edgels","edgepx","elevation","meanprecips","meantemps","MFls","SFAgepx","SFls","TSDls","UPFpx"
"274_1",172.39079736396,"PGM","274",1,689.563189455838,27.5825275782335,22607.728515625,399.378295898438,682.404113769531,0.777777791023254,271.930511474609,0.103673473000526,0.888888895511627,157.082748413086,133.838714599609,200.506622314453,0.728979587554932,0,0.186122447252274,98.357551574707,0.222222223877907
"274_2",156.136902269447,"PGM","274",2,624.547609077788,24.9819043631115,25486.283203125,998.419494628906,182.468765258789,1,164.739196777344,0.0995918363332748,0,189.500030517578,133.657409667969,201.210357666016,0.562448978424072,0,0.0587755106389523,78.5828552246094,0
"274_3",1056.38377531052,"PGM","274",3,4225.53510124208,169.021404049683,28610.951171875,2640.91162109375,439.781524658203,0,213.567642211914,0.0873469412326813,0.666666686534882,190,133.174499511719,201.956436157227,0.687346935272217,7.55555534362793,0.0571428574621677,191.771423339844,0.555555582046509
"274_5",356.468150359748,"PGM","274",5,1425.87260143899,57.0349040575597,25645.033203125,2296.36889648438,236.448654174805,0,464.796875,0.107755102217197,0,180,133.820022583008,201.826248168945,0.994285702705383,0,0.106122449040413,193.255508422852,1
"274_6",79.4213933372834,"PGM","274",6,317.685573349134,12.7074229339653,24600.34765625,2783.13623046875,370.313049316406,1,415.406188964844,0.110204078257084,0,190,133.625152587891,200.234024047852,0.91346937417984,0,0.0840816348791122,121.405715942383,0
"274_7",140.855552546477,"PGM","274",7,563.422210185909,22.5368884074363,26997.373046875,1013.20892333984,297.703430175781,0,304.514038085938,0.0857142880558968,0.333333343267441,176.470825195312,133.646896362305,201.893798828125,0.770612239837646,0,0.0351020395755768,210.419586181641,1
"307_1",455.400702269464,"STM","307",1,1821.60280907786,72.8641123631142,80420.78125,818.167663574219,334.538909912109,0,1391.1630859375,0,0,113.644371032715,162.82356262207,191.044570922852,1,0,0.00653061224147677,298.210601806641,1
"307_2",481.318085221445,"STM","307",2,1925.27234088578,77.0108936354311,80401.5,400.36669921875,293.166717529297,0,292.259246826172,0.135510206222534,0.666666686534882,120.615776062012,163.167541503906,191.18733215332,0.880816340446472,0,0.0848979577422142,244.640823364258,1
"307_3",146.467144785701,"STM","307",3,585.868579142806,23.4347431657122,77131.3515625,1416.91467285156,2369.22290039062,0,581.101196289062,0.0865306109189987,0,151.701416015625,163.467834472656,191.084350585938,1,0,0,243.810607910156,1
"307_5",324.585606583365,"STM","307",5,1298.34242633346,51.9336970533384,81466.890625,930.70166015625,230.724090576172,0,230.724090576172,0.12326530367136,0.888888895511627,133.090667724609,163.387649536133,191.354797363281,0.775510191917419,0,0.00163265306036919,230.571426391602,1
"307_6",209.216291778885,"STM","307",6,836.865167115539,33.4746066846216,82773.7109375,1574.24206542969,438.150634765625,0,551.725769042969,0.0865306109189987,0,155.830062866211,163.780059814453,191.83984375,0.999183654785156,0,0.11591836810112,267.993469238281,1
"307_7",822.213574143868,"STM","307",7,3288.85429657547,131.554171863019,78504.5078125,521.501281738281,840.846740722656,0,649.026428222656,0.0644897967576981,0,102.271377563477,162.887573242188,191.105895996094,0.998367369174957,0,0.00244897953234613,299.084075927734,1
"315_1",286.905390404716,"PGM","315",1,1147.62156161886,45.9048624647545,39789.15234375,422.497955322266,783.576354980469,1,263.23486328125,0.149387761950493,1,110.0380859375,130.381713867188,197.009811401367,0.670204102993011,0,0.0522448979318142,113.743675231934,0
"315_11",86.0176624221886,"PGM","315",11,344.070649688754,13.7628259875502,40047.71484375,2054.02490234375,1988.837890625,0.555555582046509,1.73834323883057,0.0220408160239458,0,180.218444824219,130.668731689453,196.261703491211,0.489795923233032,1.44444441795349,0.238367348909378,4.7444896697998,0
"315_3",217.758327820214,"PGM","315",3,871.033311280854,34.8413324512342,38490.08203125,1798.8115234375,861.563842773438,0,92.5302429199219,0.124897956848145,0,120,131.335998535156,196.671447753906,0.677551031112671,0,0.22122448682785,143.540405273438,1
"315_4",368.923553284321,"PGM","315",4,1475.69421313729,59.0277685254914,38697.47265625,985.837341308594,891.6650390625,0,26.0751457214355,0.0987755134701729,0,110.207191467285,130.941375732422,197.174560546875,0.618775486946106,9.55555534362793,0.115102037787437,102.29061126709,0.333333343267441
"342_1",353.095389873961,"PGM","342",1,1412.38155949584,56.4952623798337,98449.2578125,777.422424316406,1986.95056152344,0,542.871948242188,0.068571425974369,0,77.5541915893555,143.726928710938,192.100662231445,0.999183654785156,0,0.0106122447177768,297.092254638672,1
"342_10",175.431401868678,"PGM","342",10,701.725607474711,28.0690242989885,96117.53125,0,505.188201904297,0,566.081420898438,0.0677551031112671,0,50,143.818496704102,191.915115356445,0.98612242937088,16,0.813877522945404,76.9975509643555,0
"342_12",323.907062264041,"PGM","342",12,1295.62824905616,51.8251299622465,95305.8515625,1408.34118652344,2075.16552734375,0,504.000457763672,0.131428569555283,0,94.0536422729492,143.20068359375,191.993576049805,0.997551023960114,23.4444446563721,0.488163262605667,166.243270874023,0
"342_3",148.392283280437,"PGM","342",3,593.569133121748,23.7427653248699,98727.890625,1697.18627929688,2377.07348632812,0,130.068176269531,0.217142850160599,0,118.444732666016,144.259216308594,191.979232788086,0.972244918346405,0,0.0351020395755768,290.382049560547,1
"342_4",173.366120870353,"PGM","342",4,693.464483481413,27.7385793392565,92356.8125,2464.15576171875,131.25569152832,0,637.566040039062,0.100408166646957,0,92.3706283569336,143.61051940918,192.198577880859,1,7.11111116409302,0.0179591830819845,295.079193115234,0.555555582046509
"342_5",491.368069796237,"PGM","342",5,1965.47227918495,78.618891167398,91888.6171875,2196.44702148438,186.607604980469,0,245.819107055664,0.306938767433167,1,109.753974914551,144.092361450195,192.109832763672,0.986938774585724,0,0.0293877553194761,291.94775390625,1
"342_6",329.779544009553,"PGM","342",6,1319.11817603821,52.7647270415285,93426.8828125,399.355804443359,1923.97180175781,0,291.474304199219,0.172244891524315,0.555555582046509,67.4215774536133,144.526382446289,191.727905273438,0.990204095840454,0,0.011428571306169,296.868560791016,1
"342_7",72.1752309721716,"PGM","342",7,288.700923888687,11.5480369555475,100053.8671875,1996.669921875,1039.55493164062,0,1085.31420898438,0,0,120,144.402954101562,192.082290649414,1,0,0,300,1
"342_9",622.115321430857,"PGM","342",9,2488.46128572343,99.538451428937,96577.640625,1490.00708007812,177.678405761719,0,143.576141357422,0.174693882465363,0,92.4418563842773,144.773315429688,191.667327880859,0.986938774585724,0,0.426122456789017,183.224487304688,1
"357_1",480.335660658226,"STM","357",1,1921.3426426329,76.8537057053161,95051.0546875,1202.6435546875,1119.98181152344,1,279.512817382812,0.208163261413574,0.666666686534882,124.699485778809,164.113647460938,192.742599487305,0.962448954582214,0,0.0212244894355536,75.1436767578125,0
"357_2",211.288321395288,"STM","357",2,845.153285581151,33.806131423246,97399.7265625,2126.90161132812,879.104919433594,1,134.776901245117,0.111020408570766,0,148.817718505859,164.567749023438,194.154922485352,0.586938798427582,0,0.194285720586777,89.5093841552734,0
"357_5",346.340120574737,"STM","357",5,1385.36048229895,55.4144192919578,92342.828125,673.504699707031,730.031066894531,0,133.499572753906,0.0081632649526,0,110.434593200684,164.199432373047,192.514663696289,0.485714286565781,0,0.326530605554581,71.7191848754883,1
"358_11",211.288321395288,"PGM","358",11,845.153285581151,33.806131423246,35349.68359375,1162.73974609375,988.380432128906,0,24.9593296051025,0.136326536536217,0,144.695022583008,132.319442749023,196.002136230469,0.675102055072784,7.22222232818604,0.361632645130157,24.7240810394287,0
"358_4",460.031109933936,"PGM","358",4,1840.12443973575,73.6049775894298,33924.91796875,2257.06518554688,232.276290893555,0,1299.00012207031,0,0,200.856094360352,133.004379272461,194.650512695312,1,0,0.0383673459291458,289.487335205078,1
"358_5",162.924738943302,"PGM","358",5,651.698955773207,26.0679582309283,34369.25,2977.60302734375,61.9526252746582,0,1450.59838867188,0,0,210,132.342880249023,196.243789672852,1,0,0.0857142880558968,276.514282226562,1
"363_1",1287.16393205597,"STM","363",1,5148.65572822388,205.946229128955,98083.0859375,1688.78857421875,1494.68249511719,0,1483.958984375,0,0,178.375244140625,165.166030883789,195.708343505859,1,0,0,290.360809326172,1
"363_2",270.109219543178,"STM","363",2,1080.43687817271,43.2174751269085,96449.3359375,1936.30554199219,1632.72241210938,0,1414.41455078125,0,0,147.915237426758,165.215667724609,195.776611328125,1,0,0,300,1
"363_3",73.2282270794213,"STM","363",3,292.912908317685,11.7165163327074,97958.765625,841.23583984375,2758.64916992188,0,2588.60400390625,0,0,145.98600769043,165.236785888672,195.174911499023,1,0,0,300,1
"363_4",171.73965318454,"STM","363",4,686.95861273816,27.4783445095264,103840.5859375,406.377624511719,4847.5283203125,0,2650.73291015625,0,0,193.551712036133,165.252166748047,193.312210083008,1,0,0,300,1
"363_5",732.233511569308,"STM","363",5,2928.93404627723,117.157361851089,102916.5390625,763.2587890625,5924.5546875,0,4371.16796875,0,0,177.955490112305,165.338150024414,192.876617431641,1,0,0,300,1
"363_6",435.932587064566,"STM","363",6,1743.73034825826,69.7492139303305,101920.7421875,410.161041259766,2883.66357421875,0,2297.74340820312,0,0,170.066452026367,165.147613525391,194.754058837891,1,0,0,300,1
"363_7",384.14342612452,"STM","363",7,1536.57370449808,61.4629481799231,100369.9375,384.422180175781,2920.94750976562,0,2870.86791992188,0,0,160.300201416016,165.195220947266,194.809448242188,1,0,0,300,1
"363_8",1477.47533840085,"STM","363",8,5909.90135360342,236.396054144137,101732.7265625,1068.42004394531,4472.51171875,0,3881.53515625,0,0,187.289520263672,165.26301574707,193.84977722168,1,0,0,300,1
"369_1",114.939563456659,"PGM","369",1,459.758253826634,18.3903301530654,61620.0625,2595.6357421875,603.089416503906,0.444444447755814,106.33097076416,0.128979593515396,0,160,130.084533691406,193.430694580078,0.741224467754364,5.33333349227905,0.727346956729889,18,0
"369_10",213.571020451626,"PGM","369",10,854.284081806504,34.1713632722602,64537.5078125,496.669952392578,687.756469726562,0,773.67626953125,0.0310204084962606,0,109.257026672363,130.080093383789,193.417053222656,1,0,0.011428571306169,294.566528320312,1
"369_5",205.688140958876,"PGM","369",5,822.752563835505,32.9101025534202,61760.703125,1500.75073242188,262.311798095703,0,4.96669816970825,0.0881632640957832,0,160,129.350601196289,193.04997253418,0.687346935272217,7.77777767181396,0.684081614017487,82.9289779663086,0
"369_6",127.71703816259,"PGM","369",6,510.868152650359,20.4347261060143,63018.109375,1864.33508300781,138.472412109375,0.888888895511627,274.536163330078,0.16326530277729,0.666666686534882,150.235336303711,129.934967041016,193.392242431641,0.897959172725677,1.44444441795349,0.682448983192444,18,0
"369_7",153.733128992592,"PGM","369",7,614.932515970369,24.5973006388148,62064.984375,1971.60534667969,141.874542236328,0,970.10107421875,0.00326530612073839,0,170,130.690399169922,192.92155456543,1,0,0.0179591830819845,293.960815429688,1
"369_8",114.622228054811,"PGM","369",8,458.488912219243,18.3395564887697,61470.22265625,1394.25415039062,195.650161743164,0,803.529663085938,0.0416326522827148,0,169.745452880859,129.699111938477,192.857025146484,1,0,0.0040816324763,298.210601806641,1
"399_10",328.795568957147,"STM","399",10,1315.18227582859,52.6072910331435,112731.28125,1332.57653808594,1045.11462402344,0,200.889175415039,0.121632650494576,0.555555582046509,141.824645996094,162.552947998047,191.031753540039,0.682448983192444,0,0.266122460365295,179.299591064453,1
"399_3",1636.15353921657,"STM","399",3,6544.6141568663,261.784566274652,116844.4609375,1057.02893066406,2024.00830078125,0,290.924163818359,0.133061230182648,0.666666686534882,114.052864074707,162.977615356445,191.298477172852,0.944489777088165,0,0.0751020386815071,265.195922851562,1
"399_5",1381.90126302945,"STM","399",5,5527.60505211779,221.104202084712,109557.5390625,1931.54553222656,879.859619140625,0,243.709732055664,0.160816326737404,1,151.3330078125,162.589660644531,191.06755065918,0.78204083442688,0,0,224.343673706055,1
"399_6",272.939407308997,"STM","399",6,1091.75762923599,43.6703051694395,114323.4609375,48.1771011352539,851.452575683594,0,70.4495468139648,0.178775504231453,0,91.4830703735352,163.565673828125,191.215057373047,0.812244892120361,0,0.21387754380703,199.248168945312,1
"399_7",330.206373779635,"STM","399",7,1320.82549511854,52.8330198047416,109375.1953125,677.7255859375,762.095153808594,0,101.418952941895,0.223673462867737,0,139.571563720703,163.70703125,191.342315673828,0.955102026462555,0,0.175510197877884,242.155914306641,1
"399_9",322.3677921395,"STM","399",9,1289.471168558,51.5788467423201,111579.0078125,2090.29956054688,611.446960449219,0,209.546966552734,0.14122448861599,0.666666686534882,151.369277954102,164.233215332031,190.966796875,0.728163242340088,0,0.054693877696991,217.529800415039,1
"423_1",67.6054629833589,"PGM","423",1,270.421851933436,10.8168740773374,52231.9609375,1292.27868652344,202.638717651367,0.333333343267441,11.1750984191895,0,0,112.70677947998,128.597732543945,196.181381225586,0.301224499940872,1.22222220897675,0.506938755512238,52.8065299987793,0
"423_5",298.291176448893,"PGM","423",5,1193.16470579557,47.7265882318228,52890.58203125,1479.97131347656,142.842819213867,0,0,0,0,146.288833618164,129.730728149414,196.372497558594,0.162448972463608,0.555555582046509,0.484897971153259,29.7061233520508,0.666666686534882
"423_6",177.119149507797,"PGM","423",6,708.476598031188,28.3390639212475,51955.35546875,1788.01550292969,400.378723144531,0.555555582046509,0,0.117551021277905,0,128.262817382812,128.261016845703,196.080200195312,0.553469359874725,0.666666686534882,0.303673475980759,7.8938775062561,0
"423_7",626.324607991359,"PGM","423",7,2505.29843196544,100.211937278617,57430.8515625,2026.408203125,112.322135925293,0,218.777359008789,0.166530609130859,0.777777791023254,198.623062133789,136.44287109375,196.568405151367,0.907755076885223,0,0.0922449007630348,202.603271484375,1
"443_1",48.5930355547248,"PGM","443",1,194.372142218899,7.77488568875596,57971.7109375,2869.56005859375,168.999603271484,0,159.205490112305,0.152653068304062,0.111111111938953,123.569595336914,128.731262207031,201.358184814453,0.881632626056671,0,0.0971428602933884,52.0244903564453,1
"443_2",68.8628213838322,"PGM","443",2,275.451285535329,11.0180514214131,56832.38671875,2129.68896484375,251.062438964844,0,233.435256958008,0.112653061747551,1,130.468475341797,128.449356079102,201.475051879883,0.723265290260315,0,0.00244897953234613,214.971435546875,1
"443_4",307.828647234293,"PGM","443",4,1231.31458893717,49.2525835574868,59601.8828125,1620.65075683594,114.17529296875,0,141.29655456543,0.0889795944094658,0,120.053840637207,127.927551269531,200.988510131836,0.400816321372986,0,0.0277551021426916,94.4040832519531,1
"44_1",102.786179565167,"PGM","44",1,411.144718260666,16.4457887304267,60922.9453125,1837.58715820312,188.479110717773,0,94.1454544067383,0.0775510221719742,0,180,154.060638427734,193.954299926758,0.395918369293213,0,0.0155102042481303,54.7379608154297,1
"44_2",136.888339022437,"PGM","44",2,547.553356089747,21.9021342435899,63681.43359375,1736.36560058594,342.270172119141,0,33.5247344970703,0.134693875908852,0,159.887512207031,155.650573730469,199.113952636719,0.655510187149048,0.444444447755814,0.0832653045654297,192.269393920898,0.888888895511627
"44_4",46.7226282818056,"PGM","44",4,186.890513127222,7.4756205250889,65734.3671875,1885.7822265625,563.556335449219,0.111111111938953,54.8978500366211,0.11591836810112,0,119.992431640625,154.690353393555,197.371673583984,0.680000007152557,0,0.00897959154099226,99.3077545166016,0.666666686534882
"44_5",244.085862886227,"PGM","44",5,976.343451544906,39.0537380617963,65450.3046875,918.025695800781,198.6416015625,0,51.9012489318848,0.00326530612073839,0,119.120208740234,155.479187011719,199.893341064453,0.303673475980759,0,0.0228571426123381,89.3142852783203,0.666666686534882
"44_6",484.868283043707,"PGM","44",6,1939.47313217483,77.578925286993,62777.328125,699.285583496094,120.641746520996,0,88.1576919555664,0,0,124.808670043945,154.581130981445,196.578460693359,0.193469390273094,0,0.0285714287310839,38.5885696411133,1
"547_1",212.251377174317,"PGM","547",1,849.005508697267,33.9602203478907,110143.9296875,299.37109375,361.893127441406,0,117.075393676758,0.14857143163681,0,130.599609375,137.100112915039,198.404357910156,0.730612218379974,0,0.133061230182648,153.47673034668,1
"547_2",116.567057432797,"PGM","547",2,466.268229731186,18.6507291892474,111790.75,3237.03051757812,21.782543182373,0,58.564567565918,0.204897955060005,0,172.997116088867,137.378402709961,198.050354003906,0.844897985458374,0,0.0277551021426916,248.089797973633,0.888888895511627
"547_5",297.936525723484,"PGM","547",5,1191.74610289393,47.6698441157574,110641.0703125,2782.69409179688,258.138580322266,0,364.703094482422,0.118367344141006,0,183.343963623047,137.487167358398,197.2470703125,0.984489798545837,0,0.0146938776597381,252.481628417969,1
"549_1",1121.14192980489,"PGM","549",1,4484.56771921955,179.382708768782,157398.015625,1339.11828613281,6203.42041015625,0,1458.50634765625,0,0,100,142.259948730469,191.337951660156,1,0,0,300,1
"549_10",425.59423348422,"PGM","549",10,1702.37693393688,68.0950773574752,155763.171875,844.795715332031,4905.88037109375,0,3123.4580078125,0,0,100.217903137207,142.454315185547,191.347732543945,1,0,0,300,1
"549_11",206.513259357535,"PGM","549",11,826.053037430139,33.0421214972056,155425.984375,1496.82348632812,3030.65307617188,0,4005.005859375,0,0,139.947052001953,142.756652832031,191.244415283203,1,0,0,300,1
"549_12",696.036342958785,"PGM","549",12,2784.14537183514,111.365814873406,151293.375,637.823486328125,1231.45520019531,0,5543.47998046875,0,0,113.965660095215,142.939193725586,191.33122253418,1,0,0,300,1
"549_2",353.383933178588,"PGM","549",2,1413.53573271435,56.5414293085741,154215.0625,2019.4091796875,4395.49658203125,0,3811.5576171875,0,0,113.800155639648,142.587463378906,191.365646362305,1,0,0,300,1
"549_3",507.961074245636,"PGM","549",3,2031.84429698254,81.2737718793017,150514.1875,1422.54382324219,305.408752441406,0,3710.40283203125,0,0,114.419555664062,143.121841430664,191.306838989258,1,0,0,300,1
"549_4",1397.08707819827,"PGM","549",4,5588.34831279307,223.533932511723,153740.375,1297.25231933594,1409.50512695312,0,5345.62890625,0,0,145.473480224609,142.921356201172,191.237976074219,1,0,0,300,1
"549_5",569.743016957407,"PGM","549",5,2278.97206782963,91.1588827131851,155203.609375,1267.20532226562,3022.46850585938,0,4680.56396484375,0,0,113.567268371582,142.607864379883,191.333374023438,1,0,0,300,1
"549_6",1167.81582442468,"PGM","549",6,4671.2632976987,186.850531907948,149877.65625,1672.08154296875,369.083984375,0,4928.47265625,0,0,133.854141235352,143.073791503906,191.346939086914,1,0,0,300,1
"549_7",1567.97477016859,"PGM","549",7,6271.89908067434,250.875963226974,155389.484375,1958.12805175781,5790.61328125,0,2431.63452148438,0,0,106.261726379395,142.439849853516,191.373519897461,1,0,0,300,1
"549_8",1440.00692659588,"PGM","549",8,5760.02770638352,230.401108255341,152025,498.944732666016,577.496704101562,0,4334.458984375,0,0,100,143.025360107422,191.271347045898,1,0,0,300,1
"549_9",591.8683126224,"PGM","549",9,2367.4732504896,94.698930019584,154258.546875,2048.39282226562,1945.20666503906,0,5038.685546875,0,0,160,143.123550415039,191.100219726562,1,0,0,300,1
"69_8",970.811425801363,"STM","69",8,3883.24570320545,155.329828128218,7632.3876953125,1973.83911132812,303.697570800781,0,134.870880126953,0.102857142686844,0,126.966842651367,166.07502746582,210.50227355957,0.520816326141357,0,0.0326530598104,151.216323852539,1
"81_11",41.292850225082,"STM","81",11,165.171400900328,6.60685603601312,31057.49609375,1410.73449707031,1203.72387695312,0,221.256896972656,0.191020414233208,0.777777791023254,132.531555175781,164.642562866211,195.754257202148,0.748571455478668,0,0.434285700321198,106.831840515137,1
"81_15",565.907768076745,"STM","81",15,2263.63107230698,90.5452428922793,34680.953125,1198.83227539062,1311.49963378906,0,407.807159423828,0.111836731433868,0,138.723526000977,164.165405273438,192.273818969727,0.959999978542328,0,0.00244897953234613,287.573883056641,1
"81_2",427.789471291256,"STM","81",2,1711.15788516503,68.446315406601,26713.3125,517.126831054688,378.222991943359,0,163.898880004883,0.111020408570766,0,106.336479187012,165.043746948242,208.679565429688,0.494693875312805,0,0.289795905351639,120.303672790527,1
"81_3",612.986286044027,"STM","81",3,2451.94514417611,98.0778057670443,25157.853515625,364.622833251953,1441.76806640625,0,190.47021484375,0.137959182262421,0.222222223877907,102.056549072266,165.143585205078,217.092849731445,0.604897975921631,2.77777767181396,0.118367344141006,154.783676147461,0.888888895511627
"81_7",91.2812889704324,"STM","81",7,365.125155881729,14.6050062352692,25646.90234375,703.861083984375,553.332580566406,0,96.9860992431641,0,0,79.663459777832,165.004928588867,228.434295654297,0.23183673620224,12.4444446563721,0.355918377637863,25.0971431732178,0
"81_9",590.315779231532,"STM","81",9,2361.26311692613,94.4505246770451,24650.783203125,157.009826660156,891.07275390625,0,220.749176025391,0.151020407676697,1,91.2367630004883,165.138900756836,224.015106201172,0.62285715341568,0,0.1306122392416,140.341217041016,1
"ExtraPGM_1",451.938415740606,"PGM","ExtraPGM",1,1807.75366296242,72.310146518497,152421.265625,2564.82470703125,3765.70361328125,0,4520.0068359375,0,0,115.503143310547,142.733306884766,191.387771606445,1,0,0,300,1
"ExtraPGM_2",517.473682191691,"PGM","ExtraPGM",2,2069.89472876676,82.7957891506706,151198.9375,982.033935546875,3798.931640625,0,4123.31103515625,0,0,109.982192993164,142.821441650391,191.412185668945,1,0,0,300,1
"ExtraPGM_3",547.292582015129,"PGM","ExtraPGM",3,2189.17032806052,87.5668131224206,153417.078125,2759.29614257812,4701.0283203125,0,3700.20239257812,0,0,120,142.616149902344,191.399353027344,1,0,0,300,1
"ExtraPGM_4",288.041002341916,"PGM","ExtraPGM",4,1152.16400936766,46.0865603747065,154710.0625,1390.68920898438,6389.931640625,0,2081.90405273438,0,0,100,142.444900512695,191.422393798828,1,0,0,300,1
"ExtraSTM_1",981.611535751284,"STM","ExtraSTM",1,3926.44614300513,157.057845720205,61123.97265625,2169.93530273438,4533.498046875,0,4406.912109375,0,0,192.281448364258,166.857284545898,192.808227539062,1,0,0,300,1
"ExtraSTM_2",665.617861089184,"STM","ExtraSTM",2,2662.47144435673,106.498857774269,62658.0703125,2881.68798828125,6406.828125,0,2507.85302734375,0,0,198.094223022461,166.697952270508,191.593566894531,1,0,0,300,1
"ExtraSTM_3",974.045644171899,"STM","ExtraSTM",3,3896.18257668759,155.847303067504,62573.828125,2060.62182617188,6425.595703125,0,853.816833496094,0,0,188.118438720703,166.835876464844,190.001602172852,1,0,0,300,1
"ExtraSTM_4",795.550806705151,"STM","ExtraSTM",4,3182.2032268206,127.288129072824,54885.4609375,478.524993896484,5518.1015625,0,2987.84301757812,0,0,194.603469848633,168.278610229492,189.015243530273,1,0,0,300,1
"ExtraSTM_5",627.228406560254,"STM","ExtraSTM",5,2508.91362624102,100.356545049641,53389.97265625,1685.19958496094,5076.26318359375,0,2480.46142578125,0,0,196.241622924805,168.616409301758,188.646759033203,1,0,0,300,1
